,img_name,img_path,mask_path
34,A-1029.png,../data/train/image/A-1029.png,../data/train/mask/A-1029.png
35,A-103.png,../data/train/image/A-103.png,../data/train/mask/A-103.png
36,A-1030.png,../data/train/image/A-1030.png,../data/train/mask/A-1030.png
37,A-1031.png,../data/train/image/A-1031.png,../data/train/mask/A-1031.png
38,A-1032.png,../data/train/image/A-1032.png,../data/train/mask/A-1032.png
39,A-1033.png,../data/train/image/A-1033.png,../data/train/mask/A-1033.png
40,A-1034.png,../data/train/image/A-1034.png,../data/train/mask/A-1034.png
41,A-1035.png,../data/train/image/A-1035.png,../data/train/mask/A-1035.png
42,A-1036.png,../data/train/image/A-1036.png,../data/train/mask/A-1036.png
43,A-1037.png,../data/train/image/A-1037.png,../data/train/mask/A-1037.png
44,A-1038.png,../data/train/image/A-1038.png,../data/train/mask/A-1038.png
45,A-1039.png,../data/train/image/A-1039.png,../data/train/mask/A-1039.png
46,A-104.png,../data/train/image/A-104.png,../data/train/mask/A-104.png
47,A-1040.png,../data/train/image/A-1040.png,../data/train/mask/A-1040.png
48,A-1041.png,../data/train/image/A-1041.png,../data/train/mask/A-1041.png
49,A-1042.png,../data/train/image/A-1042.png,../data/train/mask/A-1042.png
50,A-1043.png,../data/train/image/A-1043.png,../data/train/mask/A-1043.png
51,A-1044.png,../data/train/image/A-1044.png,../data/train/mask/A-1044.png
52,A-1045.png,../data/train/image/A-1045.png,../data/train/mask/A-1045.png
53,A-1046.png,../data/train/image/A-1046.png,../data/train/mask/A-1046.png
54,A-1047.png,../data/train/image/A-1047.png,../data/train/mask/A-1047.png
55,A-1048.png,../data/train/image/A-1048.png,../data/train/mask/A-1048.png
56,A-1049.png,../data/train/image/A-1049.png,../data/train/mask/A-1049.png
57,A-105.png,../data/train/image/A-105.png,../data/train/mask/A-105.png
58,A-1050.png,../data/train/image/A-1050.png,../data/train/mask/A-1050.png
59,A-1051.png,../data/train/image/A-1051.png,../data/train/mask/A-1051.png
60,A-1052.png,../data/train/image/A-1052.png,../data/train/mask/A-1052.png
61,A-1053.png,../data/train/image/A-1053.png,../data/train/mask/A-1053.png
62,A-1054.png,../data/train/image/A-1054.png,../data/train/mask/A-1054.png
63,A-1055.png,../data/train/image/A-1055.png,../data/train/mask/A-1055.png
64,A-1056.png,../data/train/image/A-1056.png,../data/train/mask/A-1056.png
65,A-1057.png,../data/train/image/A-1057.png,../data/train/mask/A-1057.png
66,A-1058.png,../data/train/image/A-1058.png,../data/train/mask/A-1058.png
67,A-1059.png,../data/train/image/A-1059.png,../data/train/mask/A-1059.png
68,A-106.png,../data/train/image/A-106.png,../data/train/mask/A-106.png
69,A-1060.png,../data/train/image/A-1060.png,../data/train/mask/A-1060.png
70,A-1061.png,../data/train/image/A-1061.png,../data/train/mask/A-1061.png
71,A-1062.png,../data/train/image/A-1062.png,../data/train/mask/A-1062.png
72,A-1063.png,../data/train/image/A-1063.png,../data/train/mask/A-1063.png
73,A-1064.png,../data/train/image/A-1064.png,../data/train/mask/A-1064.png
74,A-1065.png,../data/train/image/A-1065.png,../data/train/mask/A-1065.png
75,A-1066.png,../data/train/image/A-1066.png,../data/train/mask/A-1066.png
76,A-1067.png,../data/train/image/A-1067.png,../data/train/mask/A-1067.png
77,A-1068.png,../data/train/image/A-1068.png,../data/train/mask/A-1068.png
78,A-1069.png,../data/train/image/A-1069.png,../data/train/mask/A-1069.png
79,A-107.png,../data/train/image/A-107.png,../data/train/mask/A-107.png
80,A-1070.png,../data/train/image/A-1070.png,../data/train/mask/A-1070.png
81,A-1071.png,../data/train/image/A-1071.png,../data/train/mask/A-1071.png
82,A-1072.png,../data/train/image/A-1072.png,../data/train/mask/A-1072.png
83,A-1073.png,../data/train/image/A-1073.png,../data/train/mask/A-1073.png
84,A-1074.png,../data/train/image/A-1074.png,../data/train/mask/A-1074.png
85,A-1075.png,../data/train/image/A-1075.png,../data/train/mask/A-1075.png
86,A-1076.png,../data/train/image/A-1076.png,../data/train/mask/A-1076.png
87,A-1077.png,../data/train/image/A-1077.png,../data/train/mask/A-1077.png
88,A-1078.png,../data/train/image/A-1078.png,../data/train/mask/A-1078.png
89,A-1079.png,../data/train/image/A-1079.png,../data/train/mask/A-1079.png
90,A-108.png,../data/train/image/A-108.png,../data/train/mask/A-108.png
91,A-1080.png,../data/train/image/A-1080.png,../data/train/mask/A-1080.png
92,A-1081.png,../data/train/image/A-1081.png,../data/train/mask/A-1081.png
93,A-1082.png,../data/train/image/A-1082.png,../data/train/mask/A-1082.png
94,A-1083.png,../data/train/image/A-1083.png,../data/train/mask/A-1083.png
95,A-1084.png,../data/train/image/A-1084.png,../data/train/mask/A-1084.png
96,A-1085.png,../data/train/image/A-1085.png,../data/train/mask/A-1085.png
97,A-1086.png,../data/train/image/A-1086.png,../data/train/mask/A-1086.png
98,A-1087.png,../data/train/image/A-1087.png,../data/train/mask/A-1087.png
99,A-1088.png,../data/train/image/A-1088.png,../data/train/mask/A-1088.png
100,A-1089.png,../data/train/image/A-1089.png,../data/train/mask/A-1089.png
101,A-109.png,../data/train/image/A-109.png,../data/train/mask/A-109.png
102,A-1090.png,../data/train/image/A-1090.png,../data/train/mask/A-1090.png
103,A-1091.png,../data/train/image/A-1091.png,../data/train/mask/A-1091.png
104,A-1092.png,../data/train/image/A-1092.png,../data/train/mask/A-1092.png
105,A-1093.png,../data/train/image/A-1093.png,../data/train/mask/A-1093.png
106,A-1094.png,../data/train/image/A-1094.png,../data/train/mask/A-1094.png
107,A-1095.png,../data/train/image/A-1095.png,../data/train/mask/A-1095.png
108,A-1096.png,../data/train/image/A-1096.png,../data/train/mask/A-1096.png
109,A-1097.png,../data/train/image/A-1097.png,../data/train/mask/A-1097.png
110,A-1098.png,../data/train/image/A-1098.png,../data/train/mask/A-1098.png
111,A-1099.png,../data/train/image/A-1099.png,../data/train/mask/A-1099.png
112,A-11.png,../data/train/image/A-11.png,../data/train/mask/A-11.png
113,A-110.png,../data/train/image/A-110.png,../data/train/mask/A-110.png
114,A-1100.png,../data/train/image/A-1100.png,../data/train/mask/A-1100.png
115,A-1101.png,../data/train/image/A-1101.png,../data/train/mask/A-1101.png
116,A-1102.png,../data/train/image/A-1102.png,../data/train/mask/A-1102.png
117,A-1103.png,../data/train/image/A-1103.png,../data/train/mask/A-1103.png
118,A-1104.png,../data/train/image/A-1104.png,../data/train/mask/A-1104.png
119,A-1105.png,../data/train/image/A-1105.png,../data/train/mask/A-1105.png
120,A-1106.png,../data/train/image/A-1106.png,../data/train/mask/A-1106.png
121,A-1107.png,../data/train/image/A-1107.png,../data/train/mask/A-1107.png
122,A-1108.png,../data/train/image/A-1108.png,../data/train/mask/A-1108.png
123,A-1109.png,../data/train/image/A-1109.png,../data/train/mask/A-1109.png
124,A-111.png,../data/train/image/A-111.png,../data/train/mask/A-111.png
125,A-1110.png,../data/train/image/A-1110.png,../data/train/mask/A-1110.png
126,A-1111.png,../data/train/image/A-1111.png,../data/train/mask/A-1111.png
127,A-1112.png,../data/train/image/A-1112.png,../data/train/mask/A-1112.png
128,A-1113.png,../data/train/image/A-1113.png,../data/train/mask/A-1113.png
129,A-1114.png,../data/train/image/A-1114.png,../data/train/mask/A-1114.png
130,A-1115.png,../data/train/image/A-1115.png,../data/train/mask/A-1115.png
131,A-1116.png,../data/train/image/A-1116.png,../data/train/mask/A-1116.png
132,A-1117.png,../data/train/image/A-1117.png,../data/train/mask/A-1117.png
133,A-1118.png,../data/train/image/A-1118.png,../data/train/mask/A-1118.png
134,A-1119.png,../data/train/image/A-1119.png,../data/train/mask/A-1119.png
135,A-112.png,../data/train/image/A-112.png,../data/train/mask/A-112.png
136,A-1120.png,../data/train/image/A-1120.png,../data/train/mask/A-1120.png
137,A-1121.png,../data/train/image/A-1121.png,../data/train/mask/A-1121.png
138,A-1122.png,../data/train/image/A-1122.png,../data/train/mask/A-1122.png
139,A-1123.png,../data/train/image/A-1123.png,../data/train/mask/A-1123.png
140,A-1124.png,../data/train/image/A-1124.png,../data/train/mask/A-1124.png
141,A-1125.png,../data/train/image/A-1125.png,../data/train/mask/A-1125.png
142,A-1126.png,../data/train/image/A-1126.png,../data/train/mask/A-1126.png
143,A-1127.png,../data/train/image/A-1127.png,../data/train/mask/A-1127.png
144,A-1128.png,../data/train/image/A-1128.png,../data/train/mask/A-1128.png
145,A-1129.png,../data/train/image/A-1129.png,../data/train/mask/A-1129.png
146,A-113.png,../data/train/image/A-113.png,../data/train/mask/A-113.png
147,A-1130.png,../data/train/image/A-1130.png,../data/train/mask/A-1130.png
148,A-1131.png,../data/train/image/A-1131.png,../data/train/mask/A-1131.png
149,A-1132.png,../data/train/image/A-1132.png,../data/train/mask/A-1132.png
150,A-1133.png,../data/train/image/A-1133.png,../data/train/mask/A-1133.png
151,A-1134.png,../data/train/image/A-1134.png,../data/train/mask/A-1134.png
152,A-1135.png,../data/train/image/A-1135.png,../data/train/mask/A-1135.png
153,A-1136.png,../data/train/image/A-1136.png,../data/train/mask/A-1136.png
154,A-1137.png,../data/train/image/A-1137.png,../data/train/mask/A-1137.png
155,A-1138.png,../data/train/image/A-1138.png,../data/train/mask/A-1138.png
156,A-1139.png,../data/train/image/A-1139.png,../data/train/mask/A-1139.png
157,A-114.png,../data/train/image/A-114.png,../data/train/mask/A-114.png
158,A-1140.png,../data/train/image/A-1140.png,../data/train/mask/A-1140.png
159,A-1141.png,../data/train/image/A-1141.png,../data/train/mask/A-1141.png
160,A-1142.png,../data/train/image/A-1142.png,../data/train/mask/A-1142.png
161,A-1143.png,../data/train/image/A-1143.png,../data/train/mask/A-1143.png
162,A-1144.png,../data/train/image/A-1144.png,../data/train/mask/A-1144.png
163,A-1145.png,../data/train/image/A-1145.png,../data/train/mask/A-1145.png
164,A-1146.png,../data/train/image/A-1146.png,../data/train/mask/A-1146.png
165,A-1147.png,../data/train/image/A-1147.png,../data/train/mask/A-1147.png
166,A-1148.png,../data/train/image/A-1148.png,../data/train/mask/A-1148.png
167,A-1149.png,../data/train/image/A-1149.png,../data/train/mask/A-1149.png
168,A-115.png,../data/train/image/A-115.png,../data/train/mask/A-115.png
169,A-1150.png,../data/train/image/A-1150.png,../data/train/mask/A-1150.png
170,A-1151.png,../data/train/image/A-1151.png,../data/train/mask/A-1151.png
171,A-1152.png,../data/train/image/A-1152.png,../data/train/mask/A-1152.png
172,A-1153.png,../data/train/image/A-1153.png,../data/train/mask/A-1153.png
173,A-1154.png,../data/train/image/A-1154.png,../data/train/mask/A-1154.png
174,A-1155.png,../data/train/image/A-1155.png,../data/train/mask/A-1155.png
175,A-1156.png,../data/train/image/A-1156.png,../data/train/mask/A-1156.png
176,A-1157.png,../data/train/image/A-1157.png,../data/train/mask/A-1157.png
177,A-1158.png,../data/train/image/A-1158.png,../data/train/mask/A-1158.png
178,A-1159.png,../data/train/image/A-1159.png,../data/train/mask/A-1159.png
179,A-116.png,../data/train/image/A-116.png,../data/train/mask/A-116.png
180,A-1160.png,../data/train/image/A-1160.png,../data/train/mask/A-1160.png
181,A-1161.png,../data/train/image/A-1161.png,../data/train/mask/A-1161.png
182,A-1162.png,../data/train/image/A-1162.png,../data/train/mask/A-1162.png
183,A-1163.png,../data/train/image/A-1163.png,../data/train/mask/A-1163.png
184,A-1164.png,../data/train/image/A-1164.png,../data/train/mask/A-1164.png
185,A-1165.png,../data/train/image/A-1165.png,../data/train/mask/A-1165.png
186,A-1166.png,../data/train/image/A-1166.png,../data/train/mask/A-1166.png
187,A-1167.png,../data/train/image/A-1167.png,../data/train/mask/A-1167.png
188,A-1168.png,../data/train/image/A-1168.png,../data/train/mask/A-1168.png
189,A-1169.png,../data/train/image/A-1169.png,../data/train/mask/A-1169.png
190,A-117.png,../data/train/image/A-117.png,../data/train/mask/A-117.png
191,A-1170.png,../data/train/image/A-1170.png,../data/train/mask/A-1170.png
192,A-1171.png,../data/train/image/A-1171.png,../data/train/mask/A-1171.png
193,A-1172.png,../data/train/image/A-1172.png,../data/train/mask/A-1172.png
194,A-1173.png,../data/train/image/A-1173.png,../data/train/mask/A-1173.png
195,A-1174.png,../data/train/image/A-1174.png,../data/train/mask/A-1174.png
196,A-1175.png,../data/train/image/A-1175.png,../data/train/mask/A-1175.png
197,A-1176.png,../data/train/image/A-1176.png,../data/train/mask/A-1176.png
198,A-1177.png,../data/train/image/A-1177.png,../data/train/mask/A-1177.png
199,A-1178.png,../data/train/image/A-1178.png,../data/train/mask/A-1178.png
200,A-1179.png,../data/train/image/A-1179.png,../data/train/mask/A-1179.png
201,A-118.png,../data/train/image/A-118.png,../data/train/mask/A-118.png
202,A-1180.png,../data/train/image/A-1180.png,../data/train/mask/A-1180.png
203,A-1181.png,../data/train/image/A-1181.png,../data/train/mask/A-1181.png
204,A-1182.png,../data/train/image/A-1182.png,../data/train/mask/A-1182.png
205,A-1183.png,../data/train/image/A-1183.png,../data/train/mask/A-1183.png
206,A-1184.png,../data/train/image/A-1184.png,../data/train/mask/A-1184.png
207,A-1185.png,../data/train/image/A-1185.png,../data/train/mask/A-1185.png
208,A-1186.png,../data/train/image/A-1186.png,../data/train/mask/A-1186.png
209,A-1187.png,../data/train/image/A-1187.png,../data/train/mask/A-1187.png
210,A-1188.png,../data/train/image/A-1188.png,../data/train/mask/A-1188.png
211,A-1189.png,../data/train/image/A-1189.png,../data/train/mask/A-1189.png
212,A-119.png,../data/train/image/A-119.png,../data/train/mask/A-119.png
213,A-1190.png,../data/train/image/A-1190.png,../data/train/mask/A-1190.png
214,A-1191.png,../data/train/image/A-1191.png,../data/train/mask/A-1191.png
215,A-1192.png,../data/train/image/A-1192.png,../data/train/mask/A-1192.png
216,A-1193.png,../data/train/image/A-1193.png,../data/train/mask/A-1193.png
217,A-1194.png,../data/train/image/A-1194.png,../data/train/mask/A-1194.png
218,A-1195.png,../data/train/image/A-1195.png,../data/train/mask/A-1195.png
219,A-1196.png,../data/train/image/A-1196.png,../data/train/mask/A-1196.png
220,A-1197.png,../data/train/image/A-1197.png,../data/train/mask/A-1197.png
221,A-1198.png,../data/train/image/A-1198.png,../data/train/mask/A-1198.png
222,A-1199.png,../data/train/image/A-1199.png,../data/train/mask/A-1199.png
223,A-12.png,../data/train/image/A-12.png,../data/train/mask/A-12.png
224,A-120.png,../data/train/image/A-120.png,../data/train/mask/A-120.png
225,A-1200.png,../data/train/image/A-1200.png,../data/train/mask/A-1200.png
226,A-1201.png,../data/train/image/A-1201.png,../data/train/mask/A-1201.png
227,A-1202.png,../data/train/image/A-1202.png,../data/train/mask/A-1202.png
228,A-1203.png,../data/train/image/A-1203.png,../data/train/mask/A-1203.png
229,A-1204.png,../data/train/image/A-1204.png,../data/train/mask/A-1204.png
230,A-1205.png,../data/train/image/A-1205.png,../data/train/mask/A-1205.png
231,A-1206.png,../data/train/image/A-1206.png,../data/train/mask/A-1206.png
232,A-1207.png,../data/train/image/A-1207.png,../data/train/mask/A-1207.png
233,A-1208.png,../data/train/image/A-1208.png,../data/train/mask/A-1208.png
234,A-1209.png,../data/train/image/A-1209.png,../data/train/mask/A-1209.png
235,A-121.png,../data/train/image/A-121.png,../data/train/mask/A-121.png
236,A-1210.png,../data/train/image/A-1210.png,../data/train/mask/A-1210.png
237,A-1211.png,../data/train/image/A-1211.png,../data/train/mask/A-1211.png
238,A-1212.png,../data/train/image/A-1212.png,../data/train/mask/A-1212.png
239,A-1213.png,../data/train/image/A-1213.png,../data/train/mask/A-1213.png
240,A-1214.png,../data/train/image/A-1214.png,../data/train/mask/A-1214.png
241,A-1215.png,../data/train/image/A-1215.png,../data/train/mask/A-1215.png
242,A-1216.png,../data/train/image/A-1216.png,../data/train/mask/A-1216.png
243,A-1217.png,../data/train/image/A-1217.png,../data/train/mask/A-1217.png
244,A-1218.png,../data/train/image/A-1218.png,../data/train/mask/A-1218.png
245,A-1219.png,../data/train/image/A-1219.png,../data/train/mask/A-1219.png
246,A-122.png,../data/train/image/A-122.png,../data/train/mask/A-122.png
247,A-1220.png,../data/train/image/A-1220.png,../data/train/mask/A-1220.png
248,A-1221.png,../data/train/image/A-1221.png,../data/train/mask/A-1221.png
249,A-1222.png,../data/train/image/A-1222.png,../data/train/mask/A-1222.png
250,A-1223.png,../data/train/image/A-1223.png,../data/train/mask/A-1223.png
251,A-1224.png,../data/train/image/A-1224.png,../data/train/mask/A-1224.png
252,A-1225.png,../data/train/image/A-1225.png,../data/train/mask/A-1225.png
253,A-1226.png,../data/train/image/A-1226.png,../data/train/mask/A-1226.png
254,A-1227.png,../data/train/image/A-1227.png,../data/train/mask/A-1227.png
255,A-1228.png,../data/train/image/A-1228.png,../data/train/mask/A-1228.png
256,A-1229.png,../data/train/image/A-1229.png,../data/train/mask/A-1229.png
257,A-123.png,../data/train/image/A-123.png,../data/train/mask/A-123.png
258,A-1230.png,../data/train/image/A-1230.png,../data/train/mask/A-1230.png
259,A-1231.png,../data/train/image/A-1231.png,../data/train/mask/A-1231.png
260,A-1232.png,../data/train/image/A-1232.png,../data/train/mask/A-1232.png
261,A-1233.png,../data/train/image/A-1233.png,../data/train/mask/A-1233.png
262,A-1234.png,../data/train/image/A-1234.png,../data/train/mask/A-1234.png
263,A-1235.png,../data/train/image/A-1235.png,../data/train/mask/A-1235.png
264,A-1236.png,../data/train/image/A-1236.png,../data/train/mask/A-1236.png
265,A-1237.png,../data/train/image/A-1237.png,../data/train/mask/A-1237.png
266,A-1238.png,../data/train/image/A-1238.png,../data/train/mask/A-1238.png
267,A-1239.png,../data/train/image/A-1239.png,../data/train/mask/A-1239.png
268,A-124.png,../data/train/image/A-124.png,../data/train/mask/A-124.png
269,A-1240.png,../data/train/image/A-1240.png,../data/train/mask/A-1240.png
270,A-1241.png,../data/train/image/A-1241.png,../data/train/mask/A-1241.png
271,A-1242.png,../data/train/image/A-1242.png,../data/train/mask/A-1242.png
272,A-1243.png,../data/train/image/A-1243.png,../data/train/mask/A-1243.png
273,A-1244.png,../data/train/image/A-1244.png,../data/train/mask/A-1244.png
274,A-1245.png,../data/train/image/A-1245.png,../data/train/mask/A-1245.png
275,A-1246.png,../data/train/image/A-1246.png,../data/train/mask/A-1246.png
276,A-1247.png,../data/train/image/A-1247.png,../data/train/mask/A-1247.png
277,A-1248.png,../data/train/image/A-1248.png,../data/train/mask/A-1248.png
278,A-1249.png,../data/train/image/A-1249.png,../data/train/mask/A-1249.png
279,A-125.png,../data/train/image/A-125.png,../data/train/mask/A-125.png
280,A-1250.png,../data/train/image/A-1250.png,../data/train/mask/A-1250.png
281,A-1251.png,../data/train/image/A-1251.png,../data/train/mask/A-1251.png
282,A-1252.png,../data/train/image/A-1252.png,../data/train/mask/A-1252.png
283,A-1253.png,../data/train/image/A-1253.png,../data/train/mask/A-1253.png
284,A-1254.png,../data/train/image/A-1254.png,../data/train/mask/A-1254.png
285,A-1255.png,../data/train/image/A-1255.png,../data/train/mask/A-1255.png
286,A-1256.png,../data/train/image/A-1256.png,../data/train/mask/A-1256.png
287,A-1257.png,../data/train/image/A-1257.png,../data/train/mask/A-1257.png
288,A-1258.png,../data/train/image/A-1258.png,../data/train/mask/A-1258.png
289,A-1259.png,../data/train/image/A-1259.png,../data/train/mask/A-1259.png
290,A-126.png,../data/train/image/A-126.png,../data/train/mask/A-126.png
291,A-1260.png,../data/train/image/A-1260.png,../data/train/mask/A-1260.png
292,A-1261.png,../data/train/image/A-1261.png,../data/train/mask/A-1261.png
293,A-1262.png,../data/train/image/A-1262.png,../data/train/mask/A-1262.png
294,A-1263.png,../data/train/image/A-1263.png,../data/train/mask/A-1263.png
295,A-1264.png,../data/train/image/A-1264.png,../data/train/mask/A-1264.png
296,A-1265.png,../data/train/image/A-1265.png,../data/train/mask/A-1265.png
297,A-1266.png,../data/train/image/A-1266.png,../data/train/mask/A-1266.png
298,A-1267.png,../data/train/image/A-1267.png,../data/train/mask/A-1267.png
299,A-1268.png,../data/train/image/A-1268.png,../data/train/mask/A-1268.png
300,A-1269.png,../data/train/image/A-1269.png,../data/train/mask/A-1269.png
301,A-127.png,../data/train/image/A-127.png,../data/train/mask/A-127.png
302,A-1270.png,../data/train/image/A-1270.png,../data/train/mask/A-1270.png
303,A-1271.png,../data/train/image/A-1271.png,../data/train/mask/A-1271.png
304,A-1272.png,../data/train/image/A-1272.png,../data/train/mask/A-1272.png
305,A-1273.png,../data/train/image/A-1273.png,../data/train/mask/A-1273.png
306,A-1274.png,../data/train/image/A-1274.png,../data/train/mask/A-1274.png
307,A-1275.png,../data/train/image/A-1275.png,../data/train/mask/A-1275.png
308,A-1276.png,../data/train/image/A-1276.png,../data/train/mask/A-1276.png
309,A-1277.png,../data/train/image/A-1277.png,../data/train/mask/A-1277.png
310,A-1278.png,../data/train/image/A-1278.png,../data/train/mask/A-1278.png
311,A-1279.png,../data/train/image/A-1279.png,../data/train/mask/A-1279.png
312,A-128.png,../data/train/image/A-128.png,../data/train/mask/A-128.png
313,A-1280.png,../data/train/image/A-1280.png,../data/train/mask/A-1280.png
314,A-1281.png,../data/train/image/A-1281.png,../data/train/mask/A-1281.png
315,A-1282.png,../data/train/image/A-1282.png,../data/train/mask/A-1282.png
316,A-1283.png,../data/train/image/A-1283.png,../data/train/mask/A-1283.png
317,A-1284.png,../data/train/image/A-1284.png,../data/train/mask/A-1284.png
318,A-1285.png,../data/train/image/A-1285.png,../data/train/mask/A-1285.png
319,A-1286.png,../data/train/image/A-1286.png,../data/train/mask/A-1286.png
320,A-1287.png,../data/train/image/A-1287.png,../data/train/mask/A-1287.png
321,A-1288.png,../data/train/image/A-1288.png,../data/train/mask/A-1288.png
322,A-1289.png,../data/train/image/A-1289.png,../data/train/mask/A-1289.png
323,A-129.png,../data/train/image/A-129.png,../data/train/mask/A-129.png
324,A-1290.png,../data/train/image/A-1290.png,../data/train/mask/A-1290.png
325,A-1291.png,../data/train/image/A-1291.png,../data/train/mask/A-1291.png
326,A-1292.png,../data/train/image/A-1292.png,../data/train/mask/A-1292.png
327,A-1293.png,../data/train/image/A-1293.png,../data/train/mask/A-1293.png
328,A-1294.png,../data/train/image/A-1294.png,../data/train/mask/A-1294.png
329,A-1295.png,../data/train/image/A-1295.png,../data/train/mask/A-1295.png
330,A-1296.png,../data/train/image/A-1296.png,../data/train/mask/A-1296.png
331,A-1297.png,../data/train/image/A-1297.png,../data/train/mask/A-1297.png
332,A-1298.png,../data/train/image/A-1298.png,../data/train/mask/A-1298.png
333,A-1299.png,../data/train/image/A-1299.png,../data/train/mask/A-1299.png
334,A-13.png,../data/train/image/A-13.png,../data/train/mask/A-13.png
335,A-130.png,../data/train/image/A-130.png,../data/train/mask/A-130.png
336,A-1300.png,../data/train/image/A-1300.png,../data/train/mask/A-1300.png
337,A-1301.png,../data/train/image/A-1301.png,../data/train/mask/A-1301.png
338,A-1302.png,../data/train/image/A-1302.png,../data/train/mask/A-1302.png
339,A-1303.png,../data/train/image/A-1303.png,../data/train/mask/A-1303.png
340,A-1304.png,../data/train/image/A-1304.png,../data/train/mask/A-1304.png
341,A-1305.png,../data/train/image/A-1305.png,../data/train/mask/A-1305.png
342,A-1306.png,../data/train/image/A-1306.png,../data/train/mask/A-1306.png
343,A-1307.png,../data/train/image/A-1307.png,../data/train/mask/A-1307.png
344,A-1308.png,../data/train/image/A-1308.png,../data/train/mask/A-1308.png
345,A-1309.png,../data/train/image/A-1309.png,../data/train/mask/A-1309.png
346,A-131.png,../data/train/image/A-131.png,../data/train/mask/A-131.png
347,A-1310.png,../data/train/image/A-1310.png,../data/train/mask/A-1310.png
348,A-1311.png,../data/train/image/A-1311.png,../data/train/mask/A-1311.png
349,A-1312.png,../data/train/image/A-1312.png,../data/train/mask/A-1312.png
350,A-1313.png,../data/train/image/A-1313.png,../data/train/mask/A-1313.png
351,A-1314.png,../data/train/image/A-1314.png,../data/train/mask/A-1314.png
352,A-1315.png,../data/train/image/A-1315.png,../data/train/mask/A-1315.png
353,A-1316.png,../data/train/image/A-1316.png,../data/train/mask/A-1316.png
354,A-1317.png,../data/train/image/A-1317.png,../data/train/mask/A-1317.png
355,A-1318.png,../data/train/image/A-1318.png,../data/train/mask/A-1318.png
356,A-1319.png,../data/train/image/A-1319.png,../data/train/mask/A-1319.png
357,A-132.png,../data/train/image/A-132.png,../data/train/mask/A-132.png
358,A-1320.png,../data/train/image/A-1320.png,../data/train/mask/A-1320.png
359,A-1321.png,../data/train/image/A-1321.png,../data/train/mask/A-1321.png
360,A-1322.png,../data/train/image/A-1322.png,../data/train/mask/A-1322.png
361,A-1323.png,../data/train/image/A-1323.png,../data/train/mask/A-1323.png
362,A-1324.png,../data/train/image/A-1324.png,../data/train/mask/A-1324.png
363,A-1325.png,../data/train/image/A-1325.png,../data/train/mask/A-1325.png
364,A-1326.png,../data/train/image/A-1326.png,../data/train/mask/A-1326.png
365,A-1327.png,../data/train/image/A-1327.png,../data/train/mask/A-1327.png
366,A-1328.png,../data/train/image/A-1328.png,../data/train/mask/A-1328.png
367,A-1329.png,../data/train/image/A-1329.png,../data/train/mask/A-1329.png
368,A-133.png,../data/train/image/A-133.png,../data/train/mask/A-133.png
369,A-1330.png,../data/train/image/A-1330.png,../data/train/mask/A-1330.png
